sample,exp_fastq,control_fastq
hepg2_Lin28b_read1,/shared/data/results/pgosar/clipseq/ENCFF916HAS_short.fastq.gz,/shared/data/results/pgosar/clipseq/ENCFF439RMU_short.fastq.gz
